# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
0.00800428    	smoothSolver	2.474730e-04	8.612120e-06	3	2.511250e-03	9.848300e-06	6	false	GAMG	2.999540e-02	2.370560e-04	5	true
0.00813732    	smoothSolver	2.448520e-04	8.427900e-06	3	2.490960e-03	9.662760e-06	6	false	GAMG	2.968840e-02	2.165070e-04	5	true
0.00827037    	smoothSolver	2.425610e-04	8.247420e-06	3	2.473480e-03	9.443200e-06	6	false	GAMG	2.885440e-02	2.146130e-04	5	true
0.00840342    	smoothSolver	2.402610e-04	8.073540e-06	3	2.455790e-03	9.238090e-06	6	false	GAMG	2.831420e-02	2.085030e-04	5	true
0.00853647    	smoothSolver	2.380410e-04	7.904740e-06	3	2.438760e-03	9.036800e-06	6	false	GAMG	2.766370e-02	2.037330e-04	5	true
0.00866952    	smoothSolver	2.358760e-04	7.741500e-06	3	2.421930e-03	8.841240e-06	6	false	GAMG	2.711420e-02	1.988460e-04	5	true
0.00880257    	smoothSolver	2.337680e-04	7.583660e-06	3	2.405380e-03	8.651260e-06	6	false	GAMG	2.652780e-02	1.942210e-04	5	true
0.00893561    	smoothSolver	2.317160e-04	7.431040e-06	3	2.389170e-03	8.466060e-06	6	false	GAMG	2.600720e-02	1.897310e-04	5	true
0.00906866    	smoothSolver	2.297150e-04	7.282640e-06	3	2.373500e-03	8.286380e-06	6	false	GAMG	2.546570e-02	1.854090e-04	5	true
0.00920171    	smoothSolver	2.277660e-04	7.138490e-06	3	2.358190e-03	8.111240e-06	6	false	GAMG	2.495920e-02	1.812340e-04	5	true
0.00933476    	smoothSolver	2.258650e-04	6.998400e-06	3	2.343120e-03	7.941140e-06	6	false	GAMG	2.445020e-02	1.772070e-04	5	true
0.00946781    	smoothSolver	2.240140e-04	6.862300e-06	3	2.328310e-03	7.775280e-06	6	false	GAMG	2.397680e-02	1.733170e-04	5	true
0.00960086    	smoothSolver	2.222120e-04	6.729910e-06	3	2.313820e-03	7.614010e-06	6	false	GAMG	2.350370e-02	1.695570e-04	5	true
0.0097339     	smoothSolver	2.204590e-04	6.601180e-06	3	2.299620e-03	7.456770e-06	6	false	GAMG	2.305570e-02	1.659280e-04	5	true
0.00986695    	smoothSolver	2.187430e-04	6.475940e-06	3	2.285730e-03	7.303700e-06	6	false	GAMG	2.262540e-02	1.624260e-04	5	true
0.01          	smoothSolver	2.170660e-04	6.354090e-06	3	2.272120e-03	7.154420e-06	6	false	GAMG	2.220010e-02	1.590020e-04	5	true
0.010137      	smoothSolver	2.217910e-04	6.731040e-06	3	2.325320e-03	7.836750e-06	6	false	GAMG	2.296250e-02	1.854730e-04	5	true
